TransactionAmount,AccountBalance,LoginAttempts,Location,Channel,Cluster
148.85,7802.36,1.0,Mesa,ATM,Suspicious
119.94999999999999,2596.61,5.0,Philadelphia,Branch,Fraud
391.66,2406.31,1.0,Fresno,Branch,Normal
185.99,402.4499999999998,1.0,Fresno,Branch,Normal
322.48,1238.4300000000003,1.0,Jacksonville,ATM,Suspicious
20.269999999999982,796.3500000000004,1.0,Miami,Branch,Suspicious
280.61,7888.76,3.0,Mesa,ATM,Suspicious
199.02,4658.89,1.0,Houston,ATM,Suspicious
104.23000000000002,5009.29,1.0,Louisville,Online,Suspicious
353.59,1822.3400000000001,5.0,New York,Branch,Suspicious
55.860000000000014,5346.46,1.0,Seattle,Online,Fraud
10.769999999999982,10704.95,1.0,Indianapolis,ATM,Suspicious
95.54999999999998,2434.74,1.0,Louisville,Branch,Suspicious
477.07,6568.07,1.0,Columbus,Online,Normal
9.100000000000023,2791.45,1.0,San Francisco,Online,Fraud
21.410000000000025,658.9099999999999,1.0,Louisville,Online,Suspicious
278.28,1346.88,1.0,Jacksonville,Branch,Suspicious
388.1,3022.12,1.0,Los Angeles,Online,Suspicious
215.39,1582.5500000000002,1.0,Detroit,ATM,Normal
194.37,14395.88,1.0,Milwaukee,ATM,Suspicious
37.69999999999999,1741.1,1.0,Miami,ATM,Suspicious
19.589999999999975,1061.69,1.0,Charlotte,Branch,Normal
81.35,7192.45,1.0,Houston,Online,Suspicious
314.54,9923.45,1.0,Virginia Beach,Branch,Fraud
466.64,10915.11,1.0,Las Vegas,ATM,Suspicious
397.01,719.5200000000004,1.0,Los Angeles,ATM,Suspicious
472.48,7128.82,1.0,New York,Branch,Suspicious
67.15,9028.49,1.0,Indianapolis,Online,Suspicious
102.67000000000002,4656.94,1.0,Albuquerque,Branch,Normal
460.09,6990.64,3.0,Fresno,Online,Normal
453.49,6366.43,1.0,Seattle,Branch,Fraud
267.17,1382.62,1.0,Seattle,ATM,Fraud
111.25999999999999,14350.11,1.0,Boston,ATM,Normal
121.17000000000002,12990.77,1.0,Phoenix,ATM,Fraud
213.28,4835.91,1.0,Mesa,Branch,Suspicious
187.88,2154.58,1.0,Nashville,ATM,Suspicious
471.88,14833.34,1.0,San Jose,Online,Fraud
83.79000000000002,5061.3,1.0,Nashville,ATM,Suspicious
212.14,7225.06,1.0,Austin,Branch,Normal
99.16,2607.58,1.0,San Francisco,Online,Fraud
839.3300000000002,11538.97,1.0,Louisville,Branch,Suspicious
29.910000000000025,2834.84,3.0,Philadelphia,Online,Fraud
4.240000000000009,7822.73,1.0,San Diego,Online,Fraud
50.28999999999999,7604.9,1.0,Raleigh,Online,Fraud
135.85,1480.3900000000003,1.0,Fresno,Online,Normal
368.53,13696.31,1.0,Raleigh,Branch,Fraud
17.94999999999999,12344.9,1.0,Sacramento,Branch,Fraud
127.80000000000001,8630.99,1.0,Virginia Beach,Branch,Fraud
16.730000000000018,2202.62,1.0,Houston,Online,Suspicious
317.12,14409.74,1.0,Fort Worth,Branch,Normal
476.63,4894.25,1.0,Charlotte,ATM,Normal
156.58,8981.61,1.0,Portland,Branch,Fraud
55.12000000000003,3791.99,1.0,Houston,Online,Suspicious
15.740000000000009,690.1599999999999,1.0,Denver,Branch,Normal
353.68,6777.12,1.0,Las Vegas,Online,Suspicious
297.15,5449.37,1.0,Phoenix,Online,Fraud
647.85,13779.97,1.0,Omaha,Branch,Fraud
75.04000000000002,9648.6,1.0,El Paso,ATM,Normal
273.92,1029.1499999999996,1.0,Virginia Beach,Online,Fraud
215.8,3656.62,1.0,Jacksonville,Branch,Suspicious
963.77,6710.51,1.0,Louisville,ATM,Suspicious
420.6,1778.75,1.0,Louisville,Branch,Suspicious
688.36,5191.13,1.0,Memphis,Branch,Suspicious
285.18,14847.97,1.0,Sacramento,Branch,Fraud
213.55,5238.37,1.0,Boston,ATM,Normal
463.11,10238.82,1.0,Las Vegas,Branch,Suspicious
150.03,7491.42,1.0,Columbus,ATM,Normal
428.61,2116.36,1.0,Fresno,Branch,Normal
309.56,972.04,1.0,Charlotte,Online,Normal
377.08,6430.86,1.0,Mesa,Branch,Suspicious
77.25000000000003,14077.97,1.0,Virginia Beach,Branch,Fraud
146.92,3990.6,1.0,Portland,ATM,Fraud
126.6,961.6499999999996,1.0,San Antonio,Branch,Fraud
101.33999999999997,703.2600000000002,1.0,Boston,ATM,Normal
184.97,1156.67,1.0,Denver,Branch,Normal
451.15,1356.4700000000003,1.0,Colorado Springs,ATM,Normal
516.47,1305.06,1.0,Charlotte,ATM,Normal
880.04,261.97000000000025,1.0,Sacramento,ATM,Fraud
353.69,9500.79,1.0,San Jose,Online,Fraud
66.69000000000003,1210.3300000000004,1.0,San Antonio,Branch,Fraud
95.75,337.6199999999999,1.0,Los Angeles,Branch,Suspicious
43.91,1806.6800000000003,1.0,Albuquerque,Online,Normal
98.03,6323.45,1.0,El Paso,Branch,Normal
617.66,7155.95,1.0,Boston,ATM,Normal
888.5700000000002,7896.14,1.0,San Antonio,Online,Fraud
107.48000000000002,591.2299999999996,1.0,Omaha,Branch,Fraud
36.56999999999999,2583.07,1.0,Omaha,ATM,Fraud
575.62,234.40999999999985,1.0,Oklahoma City,Online,Suspicious
84.88999999999999,4735.61,1.0,San Jose,ATM,Fraud
832.3,6617.52,1.0,Austin,Branch,Normal
180.65,816.0100000000002,5.0,Charlotte,Branch,Normal
7.759999999999991,7393.11,1.0,Las Vegas,Online,Suspicious
109.30000000000001,13510.11,1.0,Fort Worth,Branch,Normal
230.08,4466.1,1.0,Austin,Online,Normal
361.92,7474.31,1.0,Detroit,ATM,Normal
71.29000000000002,7225.63,2.0,Chicago,ATM,Normal
122.44999999999999,7255.49,1.0,New York,Branch,Suspicious
642.53,11417.91,1.0,Mesa,ATM,Suspicious
62.860000000000014,1040.4300000000003,1.0,Houston,Branch,Suspicious
175.21,6039.04,1.0,Mesa,ATM,Suspicious
168.0,3498.58,1.0,Tucson,Branch,Fraud
11.45999999999998,6628.75,1.0,Chicago,Online,Normal
382.07,10156.09,1.0,Omaha,Branch,Fraud
13.480000000000018,521.8800000000001,3.0,Las Vegas,Online,Suspicious
65.32,9165.02,1.0,Mesa,ATM,Suspicious
83.07000000000002,6704.76,4.0,Miami,Branch,Suspicious
730.1,6384.05,1.0,Chicago,Branch,Normal
85.31,6095.65,1.0,Kansas City,ATM,Suspicious
726.61,1008.7600000000002,1.0,Phoenix,ATM,Fraud
130.4,4381.24,1.0,Raleigh,Branch,Fraud
68.1,1382.8000000000002,1.0,Milwaukee,ATM,Suspicious
65.25999999999999,7380.63,1.0,Sacramento,Branch,Fraud
191.62,1981.67,1.0,Jacksonville,Branch,Suspicious
212.88,7036.72,1.0,Fresno,Online,Normal
88.38,3707.82,1.0,Virginia Beach,ATM,Fraud
48.77000000000001,2040.1599999999999,1.0,Austin,Online,Normal
289.1,267.52999999999975,1.0,Baltimore,ATM,Normal
390.09,2617.23,1.0,El Paso,Online,Normal
48.28999999999999,8883.4,1.0,San Diego,Online,Fraud
333.83,1660.6599999999999,1.0,Fresno,ATM,Normal
1074.29,2011.6,1.0,Portland,Branch,Fraud
100.26999999999998,4309.9,1.0,Miami,Online,Suspicious
44.53999999999999,362.39999999999964,1.0,San Antonio,ATM,Fraud
1156.18,836.6900000000005,1.0,Phoenix,Online,Fraud
82.17000000000002,1913.06,1.0,Fort Worth,Branch,Normal
1045.45,563.46,1.0,Baltimore,Online,Normal
447.42,6133.22,1.0,Charlotte,Online,Normal
590.26,1068.2799999999993,1.0,Austin,Branch,Normal
192.73,2037.75,1.0,Milwaukee,Branch,Suspicious
146.01,221.78999999999996,1.0,San Francisco,Online,Fraud
136.05,1127.54,3.0,Atlanta,Online,Normal
11.569999999999993,2061.61,1.0,New York,Branch,Suspicious
102.34,9326.28,1.0,San Antonio,Online,Fraud
7.819999999999993,2240.49,1.0,Boston,ATM,Normal
79.43,6579.37,1.0,Dallas,ATM,Normal
386.97,1876.35,1.0,Raleigh,Branch,Fraud
51.22,1664.5900000000001,1.0,Fresno,Branch,Normal
256.05,6910.18,1.0,Nashville,ATM,Suspicious
7.7900000000000205,1319.85,1.0,Los Angeles,Branch,Suspicious
233.71,6095.5,1.0,Louisville,Branch,Suspicious
176.37,2420.86,1.0,Boston,Branch,Normal
122.63,359.0600000000004,1.0,Milwaukee,Branch,Suspicious
86.41,3128.71,1.0,Fresno,ATM,Normal
21.569999999999993,7587.48,1.0,San Francisco,ATM,Fraud
82.67000000000002,290.59000000000015,1.0,Milwaukee,Branch,Suspicious
451.35,7707.96,1.0,Baltimore,Branch,Normal
299.42,4735.41,1.0,San Jose,Branch,Fraud
543.47,6165.03,1.0,Los Angeles,ATM,Suspicious
346.76,1637.75,1.0,San Jose,Branch,Fraud
47.48000000000002,585.5200000000004,1.0,El Paso,Branch,Normal
64.92000000000002,5481.76,1.0,Atlanta,Branch,Normal
350.72,1982.9,1.0,Fresno,ATM,Normal
3.8000000000000114,5766.96,1.0,Charlotte,Online,Normal
22.54000000000002,7139.11,1.0,El Paso,Online,Normal
767.14,4732.57,1.0,Mesa,Branch,Suspicious
167.47,2293.13,1.0,Sacramento,ATM,Fraud
43.650000000000006,2870.67,1.0,Charlotte,Branch,Normal
391.08,6885.16,1.0,Fresno,Online,Normal
390.77,5500.56,1.0,Portland,Online,Fraud
508.1600000000001,5609.44,1.0,Mesa,ATM,Suspicious
36.75999999999999,1228.9300000000003,1.0,Philadelphia,Online,Fraud
332.33,192.6300000000001,1.0,Kansas City,ATM,Suspicious
362.09,6590.28,1.0,New York,Branch,Suspicious
42.579999999999984,13485.0,1.0,San Jose,Online,Fraud
122.35,6472.5,1.0,Atlanta,Branch,Normal
248.66,2571.39,1.0,Chicago,Online,Normal
461.25,676.1000000000004,1.0,Sacramento,Online,Fraud
61.77000000000001,12352.2,1.0,Charlotte,Branch,Normal
268.92,8765.38,1.0,Chicago,Branch,Normal
303.97,1590.88,5.0,Fort Worth,Online,Normal
219.02,7375.73,1.0,San Diego,Online,Fraud
125.13999999999999,1845.1800000000003,1.0,Baltimore,Branch,Normal
47.599999999999994,1382.5100000000002,1.0,Austin,Online,Normal
592.82,7508.98,1.0,Memphis,Online,Suspicious
372.5,3901.82,1.0,Nashville,ATM,Suspicious
4.720000000000027,4792.01,1.0,Fort Worth,Branch,Normal
144.93,6887.52,1.0,Fresno,Branch,Normal
316.56,8643.51,1.0,Denver,Online,Normal
9.180000000000007,887.3199999999997,1.0,San Francisco,Online,Fraud
421.25,7174.69,1.0,Fort Worth,Online,Normal
185.71000000000004,2679.91,1.0,Virginia Beach,Branch,Fraud
1432.02,4315.07,1.0,Louisville,Branch,Suspicious
26.269999999999982,8853.93,1.0,Portland,Online,Fraud
297.03,1088.6200000000003,1.0,Austin,Online,Normal
341.67,1442.29,5.0,Omaha,Branch,Fraud
99.51999999999995,3798.09,1.0,San Diego,ATM,Fraud
881.1000000000001,9951.68,1.0,Phoenix,Branch,Fraud
139.69,9567.94,1.0,Indianapolis,Online,Suspicious
42.72,2669.66,1.0,Nashville,ATM,Suspicious
112.72,9630.0,1.0,Washington,Branch,Fraud
568.88,1307.8599999999997,1.0,Nashville,Branch,Suspicious
189.03,1916.46,1.0,Oklahoma City,ATM,Suspicious
199.8,167.27999999999975,1.0,Detroit,ATM,Normal
189.07999999999998,10790.8,1.0,Miami,Branch,Suspicious
958.9000000000001,9977.49,1.0,Memphis,Branch,Suspicious
409.59,14563.02,1.0,Albuquerque,Online,Normal
349.34,614.1400000000003,1.0,Indianapolis,ATM,Suspicious
283.15,603.79,1.0,Baltimore,Online,Normal
151.82,2197.12,1.0,Chicago,ATM,Normal
438.59,8994.39,1.0,San Jose,Online,Fraud
590.57,3224.6,1.0,Milwaukee,ATM,Suspicious
63.74000000000004,4336.4,1.0,Chicago,Online,Normal
77.01999999999998,800.8299999999999,1.0,Miami,Online,Suspicious
501.15,8821.84,1.0,Phoenix,Branch,Fraud
917.81,3173.17,2.0,Kansas City,ATM,Suspicious
8.949999999999989,3299.84,1.0,Oklahoma City,Online,Suspicious
173.6,421.4399999999996,1.0,Austin,Online,Normal
149.40000000000003,1035.2200000000007,1.0,Chicago,ATM,Normal
388.21,9724.49,1.0,Columbus,Branch,Normal
484.3,7910.3,3.0,Boston,Online,Normal
126.04000000000002,6041.69,1.0,Charlotte,Branch,Normal
52.03999999999999,8436.12,1.0,Colorado Springs,Branch,Normal
389.7,7125.15,1.0,Austin,Branch,Normal
161.1,239.1199999999999,1.0,Miami,ATM,Suspicious
309.77,4378.14,1.0,San Antonio,Online,Fraud
838.5700000000002,14576.47,1.0,Phoenix,ATM,Fraud
202.55,701.7299999999996,2.0,Dallas,ATM,Normal
724.18,10922.78,1.0,Fort Worth,Branch,Normal
124.98000000000002,642.0,1.0,Washington,ATM,Fraud
487.32,7707.96,1.0,Kansas City,Branch,Suspicious
635.91,13267.09,1.0,Jacksonville,Branch,Suspicious
205.65,3582.16,1.0,Houston,Branch,Suspicious
39.410000000000025,921.9099999999999,1.0,Louisville,Branch,Suspicious
254.0,5788.53,1.0,Nashville,Branch,Suspicious
436.8,4515.43,1.0,Houston,Branch,Suspicious
224.73,7551.89,1.0,Miami,Branch,Suspicious
752.69,14489.69,1.0,Dallas,ATM,Normal
78.5,13991.5,1.0,San Jose,Branch,Fraud
50.0,185.8699999999999,1.0,Jacksonville,ATM,Suspicious
132.42,726.3900000000003,1.0,Denver,ATM,Normal
11.670000000000016,7458.63,1.0,Fort Worth,Branch,Normal
83.16,3065.87,1.0,Los Angeles,ATM,Suspicious
149.02,9379.72,1.0,Fort Worth,Branch,Normal
74.26999999999998,13696.61,1.0,Memphis,Online,Suspicious
876.5700000000002,3743.63,1.0,Portland,ATM,Fraud
615.58,14343.0,1.0,Jacksonville,ATM,Suspicious
643.03,2882.16,1.0,Jacksonville,Online,Suspicious
7.949999999999989,5631.2,1.0,Phoenix,ATM,Fraud
270.92,4574.43,1.0,Louisville,Branch,Suspicious
499.48,1242.62,1.0,Charlotte,ATM,Normal
841.5,352.3100000000004,1.0,Atlanta,Branch,Normal
138.82000000000002,3100.22,1.0,Fort Worth,Online,Normal
231.46,4707.24,1.0,Miami,Branch,Suspicious
292.08,7950.48,1.0,Columbus,ATM,Normal
63.97999999999999,7954.12,1.0,Baltimore,Online,Normal
235.21,5946.61,1.0,Boston,Branch,Normal
201.73,6650.71,1.0,Baltimore,Online,Normal
161.31,1268.67,1.0,Nashville,ATM,Suspicious
18.410000000000025,8287.54,1.0,Atlanta,Branch,Normal
471.75,12948.5,1.0,San Jose,Branch,Fraud
290.02,4746.71,1.0,Milwaukee,Branch,Suspicious
48.05000000000001,5334.97,1.0,New York,Branch,Suspicious
359.42,1765.4499999999998,1.0,Baltimore,Branch,Normal
32.910000000000025,427.3000000000002,1.0,Fort Worth,Online,Normal
3.8000000000000114,6285.39,1.0,Denver,Branch,Normal
31.810000000000002,1406.6,1.0,Fort Worth,Online,Normal
220.2,1075.15,1.0,Boston,Online,Normal
476.03,5958.34,1.0,Houston,Branch,Suspicious
141.91,791.9700000000003,1.0,Miami,Branch,Suspicious
95.82999999999998,1726.4,1.0,Washington,Online,Fraud
51.150000000000006,8992.25,1.0,Los Angeles,Branch,Suspicious
1192.2,7816.41,5.0,Jacksonville,Branch,Suspicious
50.75,8271.47,1.0,Boston,ATM,Normal
185.07,636.4200000000001,1.0,Colorado Springs,Branch,Normal
293.54,2290.1,1.0,Sacramento,Online,Fraud
23.379999999999995,9968.49,1.0,Memphis,Branch,Suspicious
285.26,167.72000000000025,1.0,Atlanta,ATM,Normal
129.48,7581.7,1.0,Seattle,ATM,Fraud
743.03,4111.38,1.0,New York,ATM,Suspicious
297.86,1680.1400000000003,1.0,Milwaukee,ATM,Suspicious
231.92,5715.08,1.0,Indianapolis,ATM,Suspicious
295.82,5897.73,1.0,Chicago,Branch,Normal
302.86,5239.24,1.0,Los Angeles,Online,Suspicious
81.07999999999998,7788.91,1.0,Omaha,ATM,Fraud
775.6,3898.64,1.0,Mesa,Branch,Suspicious
178.43,1214.9300000000003,1.0,Baltimore,Branch,Normal
211.91,927.4700000000003,1.0,Indianapolis,Online,Suspicious
17.20999999999998,914.1599999999999,1.0,Omaha,Online,Fraud
124.22,9695.04,1.0,Charlotte,ATM,Normal
38.370000000000005,8647.04,1.0,San Antonio,ATM,Fraud
269.79,1292.1,1.0,San Jose,ATM,Fraud
605.42,392.34000000000015,1.0,Mesa,ATM,Suspicious
11.189999999999998,9877.17,1.0,Austin,ATM,Normal
29.189999999999998,12059.85,1.0,Nashville,Branch,Suspicious
701.7,6643.24,1.0,Seattle,Online,Fraud
862.3400000000001,9903.48,1.0,Kansas City,Branch,Suspicious
410.97,151.42000000000007,1.0,Los Angeles,ATM,Suspicious
36.96999999999997,2850.92,1.0,Virginia Beach,Branch,Fraud
137.59,10679.67,1.0,Nashville,ATM,Suspicious
168.11,10652.13,1.0,New York,Online,Suspicious
430.98,569.25,1.0,Baltimore,Branch,Normal
13.870000000000005,954.8299999999999,1.0,Phoenix,Branch,Fraud
642.68,1831.1999999999998,1.0,Jacksonville,ATM,Suspicious
175.07,9274.64,2.0,Las Vegas,Online,Suspicious
302.82,9384.54,1.0,Jacksonville,ATM,Suspicious
1647.74,1483.8400000000001,1.0,Louisville,ATM,Suspicious
406.81,1968.3599999999997,1.0,New York,Online,Suspicious
256.3,4203.05,1.0,New York,Online,Suspicious
80.95999999999998,959.9400000000005,1.0,Jacksonville,Online,Suspicious
95.78,271.6400000000003,1.0,Atlanta,Online,Normal
379.54,12571.76,1.0,Indianapolis,Branch,Suspicious
903.19,8627.08,1.0,El Paso,Online,Normal
142.19,524.46,4.0,Houston,Branch,Suspicious
847.45,422.3199999999997,1.0,Jacksonville,Branch,Suspicious
295.18,12961.530000000002,1.0,Dallas,Branch,Normal
18.45999999999998,6381.6,1.0,Charlotte,Branch,Normal
603.23,117.97999999999956,1.0,Detroit,Branch,Normal
54.5,1715.2200000000003,1.0,Philadelphia,Branch,Fraud
414.77,5599.81,1.0,San Francisco,Online,Fraud
886.19,7904.24,1.0,Colorado Springs,Branch,Normal
440.03,1490.44,1.0,San Jose,Online,Fraud
35.45999999999998,1532.7200000000003,1.0,Nashville,ATM,Suspicious
76.38999999999996,5976.0,1.0,Denver,Branch,Normal
595.91,1673.7600000000002,1.0,San Antonio,ATM,Fraud
6.029999999999973,3290.72,1.0,Chicago,Branch,Normal
249.34,3030.97,1.0,Charlotte,ATM,Normal
421.52,369.8599999999997,1.0,San Jose,Branch,Fraud
189.77,6570.36,1.0,Raleigh,Branch,Fraud
73.19,2264.98,1.0,Atlanta,Branch,Normal
188.13,5029.87,1.0,Jacksonville,Online,Suspicious
30.519999999999982,12327.74,1.0,Jacksonville,Branch,Suspicious
1235.69,420.25,1.0,San Jose,Branch,Fraud
1159.39,6499.53,1.0,Oklahoma City,Online,Suspicious
170.24,5172.99,1.0,San Francisco,Branch,Fraud
56.620000000000005,8981.1,1.0,Austin,Branch,Normal
53.139999999999986,7915.0,1.0,Las Vegas,ATM,Suspicious
587.23,500.84000000000015,1.0,Omaha,Online,Fraud
146.15,13784.4,1.0,Phoenix,Branch,Fraud
21.269999999999982,7392.79,1.0,Indianapolis,Online,Suspicious
1397.59,1134.7900000000004,1.0,Austin,ATM,Normal
76.01999999999998,14765.41,1.0,Albuquerque,Online,Normal
170.19,745.8699999999999,5.0,Los Angeles,Branch,Suspicious
155.51,5360.19,1.0,Raleigh,ATM,Fraud
135.15,5878.14,1.0,Colorado Springs,Online,Normal
39.48000000000002,5889.51,1.0,Omaha,ATM,Fraud
451.68,4381.54,1.0,Houston,Online,Suspicious
19.110000000000014,8478.46,1.0,Colorado Springs,Online,Normal
355.0,185.47000000000025,1.0,Fort Worth,Online,Normal
427.69,2443.54,1.0,Raleigh,ATM,Fraud
254.86,699.8999999999996,1.0,Boston,Branch,Normal
19.480000000000018,4739.59,1.0,Dallas,ATM,Normal
190.17,12893.85,1.0,Baltimore,ATM,Normal
91.38,2402.58,1.0,Jacksonville,ATM,Suspicious
206.63,7626.53,1.0,Oklahoma City,Online,Suspicious
93.22,1014.6300000000001,1.0,Charlotte,Online,Normal
547.98,1358.54,1.0,Oklahoma City,ATM,Suspicious
641.06,1602.13,1.0,Colorado Springs,ATM,Normal
314.55,1105.8900000000008,2.0,Dallas,Branch,Normal
836.45,1731.8900000000003,1.0,Virginia Beach,Online,Fraud
1095.09,8692.47,1.0,San Francisco,ATM,Fraud
189.45,12578.75,1.0,Boston,Branch,Normal
91.84,1712.4099999999999,1.0,Mesa,Branch,Suspicious
609.52,3485.03,1.0,Washington,ATM,Fraud
859.3,1146.7800000000002,1.0,Colorado Springs,Branch,Normal
100.00999999999999,6393.12,1.0,Philadelphia,ATM,Fraud
28.78000000000003,680.5500000000002,1.0,Tucson,Online,Fraud
111.07999999999998,7037.34,1.0,Chicago,Online,Normal
470.96,12991.03,2.0,Indianapolis,Online,Suspicious
52.22999999999999,105.01000000000022,1.0,San Francisco,Branch,Fraud
78.62,1360.85,1.0,Oklahoma City,Branch,Suspicious
47.78999999999999,1649.92,1.0,Denver,Branch,Normal
333.97,5237.36,1.0,Fresno,Branch,Normal
30.870000000000005,14348.65,1.0,Fresno,ATM,Normal
710.43,5625.55,1.0,San Diego,Online,Fraud
220.23,3438.02,1.0,Milwaukee,ATM,Suspicious
27.28000000000003,10668.24,1.0,Atlanta,ATM,Normal
101.51999999999998,2018.9,1.0,Tucson,ATM,Fraud
162.65,9500.95,1.0,New York,ATM,Suspicious
10.519999999999982,2472.99,1.0,Kansas City,ATM,Suspicious
270.72,6522.47,1.0,Los Angeles,Branch,Suspicious
202.34,1223.4499999999998,1.0,New York,Online,Suspicious
247.58,778.7399999999998,1.0,San Antonio,ATM,Fraud
686.17,2246.15,1.0,Denver,ATM,Normal
359.65,219.52999999999975,1.0,Jacksonville,Online,Suspicious
109.91,12896.06,1.0,Seattle,Branch,Fraud
215.72,8697.11,1.0,Columbus,Branch,Normal
490.76,6414.11,1.0,Columbus,Online,Normal
224.28,5767.51,1.0,Chicago,Online,Normal
614.03,2815.86,1.0,Dallas,ATM,Normal
608.79,2991.17,1.0,Fort Worth,Online,Normal
186.55,224.64999999999964,1.0,Philadelphia,Branch,Fraud
840.1600000000001,1236.7600000000002,1.0,Colorado Springs,Branch,Normal
203.34,13586.99,1.0,Phoenix,ATM,Fraud
90.88,7117.35,1.0,Colorado Springs,ATM,Normal
60.110000000000014,7235.87,1.0,Albuquerque,Branch,Normal
393.92,7318.64,1.0,Memphis,Branch,Suspicious
19.389999999999986,9847.6,1.0,Colorado Springs,ATM,Normal
557.41,2968.75,1.0,Washington,Online,Fraud
57.07000000000002,9323.71,1.0,Boston,Online,Normal
395.27,1764.08,1.0,Miami,Online,Suspicious
289.05,5683.49,1.0,New York,ATM,Suspicious
46.110000000000014,5225.73,1.0,San Francisco,Online,Fraud
335.5,6445.4,1.0,Sacramento,ATM,Fraud
388.07,289.71000000000004,1.0,Seattle,Online,Fraud
520.86,9200.74,1.0,Sacramento,Online,Fraud
787.41,300.8699999999999,1.0,Memphis,Online,Suspicious
31.69999999999999,743.8999999999996,1.0,Raleigh,ATM,Fraud
22.30000000000001,1200.35,1.0,Philadelphia,ATM,Fraud
203.12,1562.3900000000003,1.0,San Jose,ATM,Fraud
315.94,7719.71,1.0,Raleigh,Branch,Fraud
192.23,2610.67,3.0,Albuquerque,Online,Normal
1510.71,2060.02,1.0,Oklahoma City,Online,Suspicious
0.2599999999999909,1833.67,1.0,Oklahoma City,Online,Suspicious
210.77,5396.65,1.0,Mesa,ATM,Suspicious
406.65,12995.7,1.0,Mesa,ATM,Suspicious
422.9,7616.43,1.0,Tucson,ATM,Fraud
20.620000000000005,12500.8,1.0,Philadelphia,ATM,Fraud
174.39,1127.0800000000004,1.0,San Francisco,ATM,Fraud
7.860000000000014,3621.98,1.0,Sacramento,Branch,Fraud
61.97999999999996,5212.28,1.0,Denver,Online,Normal
54.849999999999994,2727.45,1.0,San Francisco,Branch,Fraud
204.7,5117.03,5.0,Oklahoma City,Branch,Suspicious
16.55000000000001,6089.79,1.0,Tucson,Branch,Fraud
91.32,2618.1,1.0,Milwaukee,Branch,Suspicious
195.49,11988.12,1.0,Memphis,ATM,Suspicious
49.620000000000005,3841.42,1.0,Portland,ATM,Fraud
487.16,321.21000000000004,1.0,Los Angeles,Branch,Suspicious
405.6,9754.73,1.0,Tucson,Online,Fraud
512.95,9584.52,1.0,Columbus,Branch,Normal
345.94,7624.56,1.0,Portland,ATM,Fraud
356.56,2485.73,1.0,New York,Online,Suspicious
10.310000000000002,2137.9,1.0,Louisville,Online,Suspicious
211.69,6412.85,1.0,Atlanta,Branch,Normal
221.49,707.25,1.0,Oklahoma City,Branch,Suspicious
278.23,8300.54,1.0,Fresno,Online,Normal
116.88,7717.34,1.0,Memphis,ATM,Suspicious
328.77,6967.03,1.0,San Diego,Online,Fraud
77.53,5158.6,1.0,Louisville,Branch,Suspicious
421.74,12031.14,1.0,San Jose,Online,Fraud
313.69,7093.68,1.0,Oklahoma City,Branch,Suspicious
411.72,8539.86,1.0,Washington,Branch,Fraud
508.73,7640.57,1.0,Chicago,Branch,Normal
153.08,1292.21,1.0,Omaha,ATM,Fraud
23.00999999999999,5958.75,1.0,Las Vegas,Branch,Suspicious
69.28,708.7399999999998,1.0,Los Angeles,Online,Suspicious
51.25000000000003,1744.4,1.0,Austin,Branch,Normal
407.65,273.77999999999975,1.0,Denver,ATM,Normal
459.25,130.76000000000022,1.0,Tucson,Branch,Fraud
301.56,10389.6,1.0,Seattle,Branch,Fraud
17.670000000000016,1048.1800000000003,1.0,San Diego,Online,Fraud
5.2900000000000205,12896.68,1.0,San Francisco,Online,Fraud
401.37,8208.54,1.0,Los Angeles,Branch,Suspicious
145.4,5244.49,1.0,Tucson,Online,Fraud
556.34,11935.14,1.0,Seattle,Online,Fraud
34.31,1484.7600000000002,1.0,Philadelphia,ATM,Fraud
780.59,6513.34,1.0,Tucson,Online,Fraud
282.65,13801.15,1.0,Fort Worth,ATM,Normal
305.27,12958.65,1.0,Las Vegas,Online,Suspicious
185.81,9588.71,1.0,Austin,Online,Normal
66.00999999999999,3475.99,1.0,Milwaukee,Online,Suspicious
447.95,7544.4,1.0,Tucson,Branch,Fraud
279.3,1193.6099999999992,1.0,Oklahoma City,ATM,Suspicious
26.75,12063.77,1.0,Indianapolis,Online,Suspicious
611.15,892.8299999999999,1.0,Detroit,ATM,Normal
275.2,1230.12,1.0,New York,Online,Suspicious
427.79,1479.67,1.0,San Jose,Branch,Fraud
469.13,1265.2799999999997,1.0,San Antonio,ATM,Fraud
102.81,3228.87,1.0,Seattle,Branch,Fraud
22.610000000000014,1111.67,1.0,Seattle,Online,Fraud
68.28,3213.16,1.0,Boston,Online,Normal
33.64999999999998,12719.93,1.0,New York,Online,Suspicious
362.68,2040.77,1.0,Miami,ATM,Suspicious
73.23000000000002,1309.85,1.0,San Francisco,Branch,Fraud
654.49,164.60999999999967,1.0,Austin,Online,Normal
18.560000000000002,4230.37,1.0,Memphis,Branch,Suspicious
389.05,761.0,1.0,Dallas,ATM,Normal
7.3799999999999955,2923.83,1.0,Houston,Online,Suspicious
109.48000000000002,7372.47,1.0,Baltimore,Online,Normal
66.91,871.1000000000004,1.0,Seattle,ATM,Fraud
335.48,3023.16,1.0,Oklahoma City,Branch,Suspicious
38.139999999999986,1119.21,1.0,Albuquerque,Online,Normal
1076.98,11833.73,1.0,Detroit,Branch,Normal
360.02,6400.59,1.0,Dallas,Online,Normal
567.71,13884.24,1.0,Memphis,Online,Suspicious
218.19,620.8299999999999,1.0,Austin,ATM,Normal
209.99,1938.0100000000002,1.0,Denver,ATM,Normal
